timestamp_ms,ai_speed_mps,speed_confidence
4679310,7.7261305,0.7067537
4680309,7.728438,0.5607882
4681310,8.223029,0.6240222
4682310,8.420157,0.5866739
4683310,8.338934,0.5532421
4684310,8.642587,0.45126858
4685310,8.180105,0.5859554
4686311,7.933476,0.56742877
4687311,8.53281,0.5327556
4688310,7.6452813,0.6155143
4689310,7.885798,0.6230447
4690310,8.61335,0.5967901
4691310,8.50645,0.51485085
4692310,8.73733,0.5361867
4693310,7.8788366,0.5915589
4694310,7.09943,0.6041207
4695310,6.7436504,0.6210308
4696310,6.7433376,0.59504277
4697311,6.5358915,0.5783848
4698309,7.2788153,0.6178349
4699310,7.4410496,0.5558192
4700310,7.4107056,0.5541266
4701310,7.1626234,0.64683443
4702310,6.902024,0.65373576
4703310,7.2320395,0.6232819
4704310,7.851934,0.606403
4705309,7.9231615,0.59571946
4706310,7.832056,0.6448882
4707310,7.7747517,0.5816514
4708310,7.553765,0.5666099
4709310,7.604559,0.5742264
4710311,7.0621076,0.5823205
4711309,7.554356,0.5420179
4712311,7.16886,0.60915816
4713310,7.0444818,0.59216267
4714310,7.4017158,0.61039
4715310,8.124017,0.5866646
4716310,8.200184,0.59762967
4717310,8.054543,0.57698554
4718310,7.5873747,0.5551772
4719310,7.833999,0.57147336
4720310,7.6403794,0.6224577
4721310,7.4291778,0.53818893
4722310,6.913369,0.6125012
4723310,7.3852406,0.56415796
4724310,7.1669145,0.6227634
4725310,7.139019,0.6574027
4726310,7.46322,0.533506
4727310,7.756104,0.5779256
4728310,7.6055317,0.57759386
4729310,8.302252,0.5954434
4730310,7.884866,0.5506332
4731311,8.414911,0.5919834
4732310,8.786154,0.647597
4733310,8.462611,0.5406906
4734309,8.045273,0.6381222
4735309,8.190336,0.60242486
4736309,7.6278086,0.6144965
4737309,8.084543,0.54713154
4738310,6.762802,0.6769491
4739311,7.3766932,0.57867867
4740311,7.7883253,0.5957188
4741310,7.851764,0.60016364
4742310,8.162953,0.5487238
4743310,8.606786,0.61566716
4744311,8.169649,0.56159127
4745309,7.4041986,0.6497528
4746310,8.440478,0.5916789
4747310,8.326712,0.6006528
4748311,8.790748,0.5130788
4749311,9.040043,0.5562924
4750310,8.645815,0.5227683
4751311,7.5239263,0.5606478
4752310,7.348932,0.68693775
4753310,7.3417606,0.5863023
4754309,7.6267924,0.57653743
4755310,8.558112,0.5586881
4756310,8.254954,0.5864841
4757310,8.343541,0.59552634
4758309,8.229236,0.63275796
4759310,8.145968,0.5271349
4760311,7.548991,0.526438
4761310,8.223742,0.5418869
4762310,7.8217072,0.64105165
4763310,7.92904,0.61308455
4764309,7.9523335,0.5505259
4765309,8.612642,0.52153933
4766309,8.434082,0.6131372
4767310,8.260662,0.5639317
4768310,9.088334,0.60815626
4769310,8.465071,0.55983955
4770310,8.856122,0.5892667
4771311,9.202509,0.5731887
4772310,8.995068,0.48298904
4773310,8.166306,0.5761352
4774310,8.560049,0.52674395
4775310,8.158754,0.6018184
4776310,8.403188,0.61952186
4777310,8.320235,0.5765035
4778310,8.089022,0.6472384
4779310,8.809954,0.624955
4780310,8.526173,0.6951675
4781309,8.318547,0.55947834
4782309,8.2868,0.5451845
4783311,8.04781,0.5876164
4784309,8.042885,0.5995046
4785310,7.5940986,0.60566384
4786310,7.265228,0.6090173
4787309,8.152284,0.5889609
4788310,9.217022,0.5158876
4789310,8.573894,0.6195731
4790310,8.13631,0.52083707
4791310,8.039963,0.55142623
4792309,8.134065,0.598576
4793310,7.983366,0.6038364
4794312,8.3843775,0.610181
4795310,9.2217045,0.53406304
4796310,8.858587,0.55496293
4797310,8.529887,0.5298082
4798311,8.598344,0.61542463
4799310,8.309519,0.5711926
4800310,8.947426,0.48773086
4801310,9.122516,0.47798547
4802310,9.072761,0.61962247
4803309,8.432789,0.6055883
4804310,8.182093,0.5448376
4805310,8.670851,0.50366545
4806310,7.954267,0.5424446
4807310,8.315015,0.5592744
4808310,8.256697,0.5781975
4809310,8.743277,0.52193594
4810310,8.265163,0.64800864
4811310,8.560746,0.62103766
4812309,8.158208,0.5595103
4813310,8.517471,0.5483621
4814311,7.9883504,0.6118112
4815310,8.975285,0.5419633
4816310,8.485737,0.595685
4817310,8.513876,0.53633577
4818310,8.646645,0.58595264
4819310,7.920382,0.55596405
4820309,8.022332,0.6258788
4821309,7.6482,0.61143154
4822310,7.8828983,0.513493
4823310,7.641836,0.6361703
4824310,7.6030293,0.5701007
4825310,7.6474943,0.55489117
4826313,7.9392023,0.6121046
4827310,8.304509,0.64132905
4828310,8.107259,0.5965528
4829311,8.765539,0.5699004
4830310,8.8159485,0.5527192
4831310,8.633124,0.5839861
4832309,8.548662,0.4634114
4833309,8.256162,0.52161896
4834311,8.085389,0.5933274
4835309,7.9075093,0.53330123
4836309,8.048382,0.55502003
4837310,8.935583,0.5030429
4838310,8.865534,0.5868058
4839310,9.545868,0.53436476
4840310,9.028888,0.51100016
4841310,8.265742,0.58134264
4842310,8.416714,0.5287336
4843311,9.052343,0.5770154
4844309,8.557984,0.6142593
4845310,8.936278,0.53860104
4846310,8.668577,0.5596375
4847310,8.0121155,0.60041773
4848310,8.632858,0.5681265
4849311,8.821007,0.6407736
4850311,8.591403,0.5748692
4851310,8.800795,0.5727693
4852310,8.886303,0.5628317
4853311,8.501656,0.57234037
4854310,8.600525,0.6179215
4855312,8.690769,0.5197908
4856310,8.746742,0.63502187
4857311,9.824003,0.48940012
4858310,8.963274,0.48807594
4859311,8.999697,0.55816513
4860310,8.147703,0.59181285
4861310,8.302174,0.5703477
4862311,7.613887,0.5881151
4863310,6.706496,0.5384272
4864310,6.7644153,0.5339622
4865310,6.758975,0.58600664
4866310,7.5380216,0.54316276
4867310,7.94486,0.6120943
4868310,8.192813,0.56219196
4869310,7.995425,0.56349665
4870310,7.668919,0.5510487
4871310,6.916442,0.6381018
4872310,7.1188493,0.58510554
4873309,7.6409764,0.6297488
4874310,8.275863,0.5591207
4875310,8.918661,0.62226856
4876310,8.585201,0.61627287
4877311,8.887958,0.57448596
4878311,9.206711,0.6002311
4879310,8.693519,0.57050127
4880310,8.041889,0.5968428
4881310,7.8663416,0.5749118
4882311,7.8725224,0.64005506
4883309,7.680406,0.55372036
4884310,7.6257644,0.59178144
4885310,8.349133,0.5233998
4886310,8.414762,0.5300335
4887310,7.975007,0.5908673
4888309,8.528822,0.5491003
4889310,8.01615,0.547566
4890309,7.6926007,0.56836635
4891310,7.80818,0.600043
4892310,8.10413,0.581009
4893310,7.6477585,0.5216754
4894310,7.77894,0.5415759
4895310,7.817237,0.55081666
4896310,7.616727,0.5311174
4897309,7.392231,0.5426159
4898310,7.525958,0.56241
4899309,8.144844,0.5961849
4900310,7.4477496,0.63768107
4901310,6.9991875,0.5826981
4902310,7.1169386,0.6132322
4903310,7.180003,0.5808743
4904310,6.800317,0.6356759
4905312,7.3763394,0.7014343
4906311,7.1200986,0.6480438
4907311,6.6752477,0.64119405
4908309,6.807158,0.6837638
4909309,7.0749187,0.5901963
4910310,6.6690235,0.5315538
4911310,6.4359794,0.6015497
4912310,7.2654576,0.5802721
4913310,6.6852446,0.626214
4914310,6.1307974,0.6233075
4915310,6.2286453,0.6359377
4916310,5.952231,0.63333803
4917310,6.002647,0.6621252
4918310,6.2939644,0.64432365
4919310,6.8748736,0.6167486
4920310,6.88019,0.6537039
4921311,6.7396245,0.65527266
